Order,Seasonal_Order,AIC,BIC
"(2, 2, 0)","(2, 0, 2, 12)",3088.5794685737233,3118.2477409489998
"(2, 2, 0)","(2, 1, 0, 12)",3101.0416376885782,3122.114678180689
"(2, 2, 0)","(2, 1, 1, 12)",3005.6859447446914,3030.9735933352245
"(2, 2, 0)","(2, 1, 2, 12)",3003.633289900151,3033.135546589106
"(2, 2, 0)","(2, 2, 0, 12)",3355.7987023012192,3376.750279330485
"(2, 2, 0)","(2, 2, 1, 12)",3087.9642342788534,3113.106126713972
"(2, 2, 0)","(2, 2, 2, 12)",3030.185456013757,3059.517663854729
"(2, 2, 1)","(0, 0, 0, 12)",3244.782476003866,3261.9190126481494
"(2, 2, 1)","(0, 0, 1, 12)",3112.7791118574933,3134.0865702790984
"(2, 2, 1)","(0, 0, 2, 12)",3022.7716517764748,3048.201599526712
"(2, 2, 1)","(0, 1, 0, 12)",3187.8221756066796,3204.868142343964
"(2, 2, 1)","(0, 1, 1, 12)",2839.796410392205,2860.9880335174025
"(2, 2, 1)","(0, 1, 2, 12)",2751.9615603543452,2777.2492089448783
"(2, 2, 1)","(0, 2, 0, 12)",3659.2257245417586,3676.1790230419165
"(2, 2, 1)","(0, 2, 1, 12)",3077.6726633438543,3098.7457038359653
"(2, 2, 1)","(0, 2, 2, 12)",2774.29292329736,2799.434815732479
"(2, 2, 1)","(1, 0, 0, 12)",3065.2151082595246,3086.52256668113
"(2, 2, 1)","(1, 0, 1, 12)",2920.5364985878646,2946.105448693791
"(2, 2, 1)","(1, 0, 2, 12)",2843.6401362677216,2873.308408642998
"(2, 2, 1)","(1, 1, 0, 12)",3001.231096654639,3022.4227197798364
"(2, 2, 1)","(1, 1, 1, 12)",2839.0691590812667,2864.499106831504
"(2, 2, 1)","(1, 1, 2, 12)",2751.195432933032,2780.697689621987
"(2, 2, 1)","(1, 2, 0, 12)",3313.018552795281,3334.091593287392
"(2, 2, 1)","(1, 2, 1, 12)",2987.38029397647,3012.667942567003
"(2, 2, 1)","(1, 2, 2, 12)",2775.5475532101063,2804.8797610510783
"(2, 2, 1)","(2, 0, 0, 12)",2956.127063560743,2981.55701131098
"(2, 2, 1)","(2, 0, 1, 12)",2844.0656068490625,2873.733879224339
"(2, 2, 1)","(2, 0, 2, 12)",2848.2733693166865,2882.1799663170027
"(2, 2, 1)","(2, 1, 0, 12)",2846.248244160901,2871.535892751434
"(2, 2, 1)","(2, 1, 1, 12)",2751.2130123799907,2780.715269068946
"(2, 2, 1)","(2, 1, 2, 12)",2748.964452006012,2782.6813167933897
"(2, 2, 1)","(2, 2, 0, 12)",3102.099703482857,3127.2415959179757
"(2, 2, 1)","(2, 2, 1, 12)",2844.1260660863027,2873.4582739272746
"(2, 2, 1)","(2, 2, 2, 12)",2788.147458098204,2821.669981345029
"(2, 2, 2)","(0, 0, 0, 12)",3241.318653843688,3262.729987578168
"(2, 2, 2)","(0, 0, 1, 12)",3107.689983489675,3133.2474722740644
"(2, 2, 2)","(0, 0, 2, 12)",3010.729925229966,3040.384512361392
"(2, 2, 2)","(0, 1, 0, 12)",3172.451695871821,3193.7496031921455
"(2, 2, 2)","(0, 1, 1, 12)",2778.244034389847,2803.662251931069
"(2, 2, 2)","(0, 1, 2, 12)",2679.2170851912724,2708.705327861533
"(2, 2, 2)","(0, 2, 0, 12)",3635.2487360911773,3656.4305840421957
"(2, 2, 2)","(0, 2, 1, 12)",3072.761546077648,3098.037182652157
"(2, 2, 2)","(0, 2, 2, 12)",2712.426198237776,2741.7440470993542
"(2, 2, 2)","(1, 0, 0, 12)",3059.59056889934,3085.1595190052662
"(2, 2, 2)","(1, 0, 1, 12)",2924.6119260648775,2954.428996313332
"(2, 2, 2)","(1, 0, 2, 12)",2852.74979680354,2886.6407535251697
"(2, 2, 2)","(1, 1, 0, 12)",3001.7644247871085,3027.1943725373458
"(2, 2, 2)","(1, 1, 1, 12)",2774.5113800908966,2804.1659672223227
"(2, 2, 2)","(1, 1, 2, 12)",2685.646840369341,2719.3476891353534
"(2, 2, 2)","(1, 2, 0, 12)",3306.327578887845,3331.615227478378
"(2, 2, 2)","(1, 2, 1, 12)",2906.9400442011665,2936.428286871427
"(2, 2, 2)","(1, 2, 2, 12)",2776.8757202722873,2810.381833256948
"(2, 2, 2)","(2, 0, 0, 12)",2959.9392477989572,2989.6075201742337
"(2, 2, 2)","(2, 0, 1, 12)",2859.717548345091,2893.624145345407
"(2, 2, 2)","(2, 0, 2, 12)",2852.602994657379,2890.7303209692122
"(2, 2, 2)","(2, 1, 0, 12)",2864.205505474681,2893.7077621636363
"(2, 2, 2)","(2, 1, 1, 12)",2711.7777334175616,2745.4945982049394
"(2, 2, 2)","(2, 1, 2, 12)",2673.8648487805976,2711.778303642361
"(2, 2, 2)","(2, 2, 0, 12)",3102.152687146148,3131.48489498712
"(2, 2, 2)","(2, 2, 1, 12)",2856.4712623295172,2889.9937855763424
"(2, 2, 2)","(2, 2, 2, 12)",2724.5990904715336,2762.2934675792767
